club,sofifa_id,short_name,age,dob,height_cm,weight_kg
Real Betis,242348,Loren,25,1993-12-30,188,82
Milan,193352,R. Rodríguez,26,1992-08-25,180,77
Liverpool,198784,A. Oxlade-Chamberlain,25,1993-08-15,175,70
Levante UD,199823,Campaña,26,1993-05-31,179,70
Real Betis,201143,A. Mandi,27,1991-10-22,184,78
Watford,202477,Deulofeu,25,1994-03-13,177,73
Paris Saint-Germain,205069,Bernat,26,1993-03-01,170,67
Boca Juniors,205849,E. Andrada,28,1991-01-26,194,81
Everton,207599,M. Keane,26,1993-01-11,191,82
River Plate,210513,J. Quintero,26,1993-01-18,168,67
Milan,210617,Samu Castillejo,24,1995-01-18,182,67
OGC Nice,215223,W. Benítez,26,1993-01-19,191,91
Eintracht Frankfurt,220018,A. Rebić,25,1993-09-21,185,78
Manchester United,225508,E. Bailly,25,1994-04-12,186,77
Newcastle United,230977,M. Almirón,25,1994-02-10,174,63
Lazio,235374,M. Lazzari,25,1993-11-29,174,67
West Ham United,188988,M. Lanzini,26,1993-02-15,167,59
PSV,190778,J. Zoet,28,1991-01-06,189,88
Brighton & Hove Albion,199005,M. Ryan,27,1992-04-08,184,82
Sevilla FC,199577,Sergi Gómez,27,1992-03-28,185,80
Club Brugge KV,200155,H. Vanaken,26,1992-08-24,195,80
Eintracht Frankfurt,201922,M. Hinteregger,26,1992-09-07,184,83
FC Schalke 04,205362,M. Nastasić,26,1993-03-28,188,83
SL Benfica,208141,Gabriel,25,1993-09-18,187,82
Bournemouth,196978,C. Wilson,27,1992-02-27,180,66
VfL Wolfsburg,198118,J. Guilavogui,28,1990-09-19,188,77
SV Werder Bremen,203483,D. Klaassen,26,1993-02-21,179,70
TSG 1899 Hoffenheim,203605,P. Kadeřábek,27,1992-04-25,182,81
Borussia Mönchengladbach,204024,C. Kramer,28,1991-02-19,191,76
Athletic Club de Bilbao,204525,Iñigo Martínez,28,1991-05-17,182,77
Real Sociedad,205070,Portu,27,1992-05-21,178,70
Villarreal CF,206545,Manu Trigueros,27,1991-10-17,178,75
Milan,208128,H. Çalhanoğlu,25,1994-02-08,178,76
Sevilla FC,208498,M. Dabbur,27,1992-05-14,182,76
RB Leipzig,210665,M. Halstenberg,27,1991-09-27,187,82
Inter,219985,M. Vecino,27,1991-08-24,187,81
Newcastle United,220407,M. Dúbravka,30,1989-01-15,190,80
SD Eibar,227290,M. Dmitrović,27,1992-01-24,194,94
Real Betis,45186,Joaquín,37,1981-07-21,179,75
DC United,54050,W. Rooney,33,1985-10-24,176,83
Real Sociedad,110677,Moyá,35,1984-04-02,188,83
Orlando City SC,139068,Nani,32,1986-11-17,177,70
Hebei China Fortune FC,142754,J. Mascherano,35,1984-06-08,174,73
RCD Espanyol,146748,Diego López,37,1981-11-03,196,89
PFC CSKA Moscow,148119,I. Akinfeev,33,1986-04-08,186,78
Tigres U.A.N.L.,153244,A. Gignac,33,1985-12-05,187,91
Getafe CF,154472,Jorge Molina,37,1982-04-22,188,72
FC Girondins de Bordeaux,158121,B. Costil,31,1987-07-03,187,88
AS Saint-Étienne,159147,L. Perrin,33,1985-08-07,181,80
Watford,163155,B. Foster,36,1983-04-03,193,90
Aston Villa,163264,T. Heaton,33,1986-04-15,187,92
Olympique de Marseille,163705,S. Mandanda,34,1985-03-28,185,80
SD Eibar,164029,Charles,35,1984-04-04,179,76
Lazio,165109,S. Radu,32,1986-10-22,183,79
Tottenham Hotspur,169595,D. Rose,28,1990-07-02,174,76
Tottenham Hotspur,170368,E. Lamela,27,1992-03-04,184,80
Athletic Club de Bilbao,171579,Raúl García,32,1986-07-11,184,83
AS Monaco,171919,Naldo,36,1982-09-10,198,91
Valencia CF,172522,D. Wass,30,1989-05-31,181,74
Manchester United,173373,S. Romero,32,1987-02-22,192,86
SD Eibar,175379,Pedro León,32,1986-11-24,183,73
Montreal Impact,176376,I. Piatti,34,1985-02-04,180,76
Napoli,176550,D. Ospina,30,1988-08-31,183,80
Racing Club,176930,M. Díaz,32,1986-12-30,166,63
Olympiacos CFP,177326,M. Valbuena,34,1984-09-28,165,63
Bayer 04 Leverkusen,177457,L. Bender,30,1989-04-27,185,81
Bayer 04 Leverkusen,177458,S. Bender,30,1989-04-27,186,81
Watford,178213,E. Capoue,30,1988-07-11,190,87
Getafe CF,178424,Antunes,32,1987-04-01,176,70
Norwich City,179783,R. Fährmann,30,1988-09-27,197,98
Roma,179847,F. Fazio,32,1987-03-17,195,85
Eintracht Frankfurt,181098,M. Hasebe,35,1984-01-18,180,72
Real Betis,182002,Sidnei,29,1989-08-23,185,80
Roma,183900,D. Perotti,30,1988-07-26,179,70
River Plate,184252,L. Pratto,31,1988-06-04,187,91
Galatasaray SK,184881,S. Feghouli,29,1989-12-26,176,75
Atlético Madrid,186345,K. Trippier,28,1990-09-19,173,71
Milan,186547,M. Musacchio,28,1990-08-26,180,73
AS Saint-Étienne,187052,Y. M'Vila,29,1990-06-29,182,80
Borussia Mönchengladbach,187072,L. Stindl,30,1988-08-26,181,80
Lokomotiv Moscow,187491,F. Smolov,29,1990-02-09,187,80
Galatasaray SK,187936,S. Nzonzi,30,1988-12-15,196,75
Valencia CF,189271,F. Coquelin,28,1991-05-13,177,74
Shanghai SIPG FC,189362,Hulk,32,1986-07-25,179,92
Olympique de Marseille,189712,K. Strootman,29,1990-02-13,186,80
Manchester United,189881,C. Smalling,29,1989-11-22,194,81
AS Monaco,190547,K. Glik,31,1988-02-03,190,80
Boca Juniors,190972,E. Salvio,28,1990-07-13,172,66
AS Monaco,192593,D. Subašić,34,1984-10-27,191,84
TSG 1899 Hoffenheim,192641,K. Vogt,27,1991-09-23,194,85
Watford,193061,R. Pereyra,28,1991-01-07,182,77
Galatasaray SK,193738,Y. Belhanda,29,1990-02-25,179,75
SD Eibar,194879,Sergi Enrich,29,1990-02-26,181,77
Liverpool,195086,D. Lovren,29,1989-07-05,188,84
Napoli,196889,S. Verdi,26,1992-07-12,171,61
Atalanta,199110,L. Muriel,28,1991-04-16,179,79
Beşiktaş JK,199206,D. Vida,30,1989-04-29,184,76
Athletic Club de Bilbao,199416,Ibai Gómez,29,1989-11-11,177,72
Feyenoord,200260,S. Berghuis,27,1991-12-19,182,75
Real Betis,200315,Cristian Tello,27,1991-08-19,178,65
Shakhtar Donetsk,201119,Ismaily,29,1990-01-11,177,78
Napoli,201454,F. Ghoulam,28,1991-02-01,184,80
FC Schalke 04,201956,S. Sané,28,1990-08-25,196,85
Torino,202685,S. Zaza,28,1991-06-25,186,84
Atlético Madrid,203890,S. Vrsaljko,27,1992-01-10,181,76
Toronto FC,203895,Pozuelo,27,1991-09-20,170,73
Wolverhampton Wanderers,204838,R. Jiménez,28,1991-05-05,188,81
Everton,205525,Bernard,26,1992-09-08,164,60
Shakhtar Donetsk,206413,T. Stepanenko,29,1989-08-08,181,76
River Plate,214584,F. Armani,32,1986-10-16,189,88
Boca Juniors,215057,I. Marcone,29,1990-06-03,183,83
Lazio,222943,Jony,27,1991-07-09,179,76
Getafe CF,223578,Mata,30,1988-10-24,185,79
FC Porto,227536,M. Marega,28,1991-04-14,186,83
Fluminense,230234,Everton Andrão,35,1984-02-29,177,75
Cruzeiro,230347,Welington Dano,31,1988-02-29,178,69
Uruguay,245294,J. Serendero,31,1988-02-29,190,85
Uruguay,245300,M. Baldona,35,1984-02-29,177,75
Uruguay,245308,M. Nérez,31,1988-02-29,178,69
Real Madrid,238794,Vinícius Jr.,18,2000-07-12,176,73
Juventus,227535,R. Bentancur,22,1997-06-25,187,72
Milan,233927,Lucas Paquetá,21,1997-08-27,180,72
Manchester United,229880,A. Wan-Bissaka,21,1997-11-26,183,72
FC Nantes,231691,A. Lafont,20,1999-01-23,193,82
RB Leipzig,237678,I. Konaté,20,1999-05-25,192,93
Real Sociedad,225193,Merino,23,1996-06-22,186,83
KRC Genk,228092,S. Berge,21,1998-02-18,195,94
Roma,228251,L. Pellegrini,23,1996-06-19,186,77
Fiorentina,235805,F. Chiesa,21,1997-10-25,175,70
Dinamo Zagreb,244260,Dani Olmo,21,1998-05-07,179,72
Spartak Moscow,213160,R. Zobnin,25,1994-02-11,182,75
Newcastle United,216388,A. Saint-Maximin,22,1997-03-12,173,67
LA Galaxy,224254,C. Pavón,23,1996-01-21,174,78
Paris Saint-Germain,226229,T. Kehrer,22,1996-09-21,186,76
Chelsea,227796,C. Pulisic,20,1998-09-18,177,69
Milan,230938,F. Kessié,22,1996-12-19,183,76
Borussia Dortmund,235212,A. Hakimi,20,1998-11-04,181,73
TSG 1899 Hoffenheim,235424,D. Samassékou,23,1996-01-11,177,68
RCD Espanyol,235945,Marc Roca,22,1996-11-26,184,74
Borussia Dortmund,238476,D. Zagadou,20,1999-06-03,196,90
Dynamo Kyiv,244369,V. Tsygankov,21,1997-11-15,177,69
SL Benfica,210315,De Tomás,24,1994-10-17,180,72
Chelsea,213666,R. Loftus-Cheek,23,1996-01-23,191,88
RC Celta,216435,S. Lobotka,24,1994-11-25,170,64
Olympique Lyonnais,220182,J. Denayer,24,1995-06-28,184,80
RB Leipzig,222331,L. Klostermann,23,1996-06-03,189,83
AS Monaco,225663,A. Golovin,23,1996-05-30,180,69
Paris Saint-Germain,225711,A. Diallo,23,1996-05-04,186,79
FC Bayern München,226851,B. Pavard,23,1996-03-28,186,76
SV Werder Bremen,229167,M. Rashica,23,1996-06-28,177,73
Leicester City,229984,B. Chilwell,22,1996-12-21,178,77
Aston Villa,232381,Wesley,22,1996-11-26,191,94
SK Slavia Praha,236792,T. Souček,24,1995-02-27,192,86
FC Barcelona,241184,Junior Firpo,22,1996-08-22,184,78
Southampton,205569,J. Ward-Prowse,24,1994-11-01,173,66
Real Sociedad,208330,A. Januzaj,24,1995-02-05,186,76
FC Porto,210411,Otávio,24,1995-02-09,172,71
Hertha BSC,212977,N. Stark,24,1995-04-14,190,88
Everton,213655,A. Iwobi,23,1996-05-03,185,75
Everton,214947,J. Gbamin,23,1995-09-25,186,83
Sevilla FC,220253,Munir,23,1995-09-01,175,69
Manchester City,220651,Angeliño,22,1997-01-04,175,69
Leicester City,220697,J. Maddison,22,1996-11-23,175,73
Milan,228941,André Silva,23,1995-11-06,185,79
Everton,231943,Richarlison,22,1997-05-10,181,71
FC Porto,232862,S. Nakajima,24,1994-08-23,164,64
Sporting CP,233419,Raphinha,22,1996-12-14,176,68
Tottenham Hotspur,202335,E. Dier,25,1994-01-15,190,90
Brighton & Hove Albion,207421,L. Trossard,24,1994-12-04,172,67
Wolverhampton Wanderers,210455,Jonny,25,1994-03-03,170,70
Olympique de Marseille,210896,M. Sanson,24,1994-08-18,180,73
Bournemouth,213991,J. Lerma,24,1994-10-25,179,70
Olympique Lyonnais,216643,L. Dubois,24,1994-09-14,178,73
TSG 1899 Hoffenheim,228336,F. Grillitsch,23,1995-08-07,187,77
Getafe CF,192816,L. Cabrera,27,1991-09-06,187,80
Chelsea,199189,R. Barkley,25,1993-12-05,185,87
Sampdoria,201377,J. Murillo,27,1992-05-27,182,78
Burnley,202695,J. Tarkowski,26,1992-11-19,192,81
Beşiktaş JK,203775,L. Karius,26,1993-06-22,189,87
Burnley,203841,N. Pope,27,1992-04-19,200,76
VfL Wolfsburg,204082,J. Brooks,26,1993-01-28,193,78
Chelsea,204529,M. Batshuayi,25,1993-10-02,185,88
VfL Wolfsburg,206511,M. Arnold,25,1994-05-27,184,74
Arsenal,207993,S. Kolašinac,26,1993-06-20,183,85
Newcastle United,210047,F. Schär,27,1991-12-20,188,84
SC Braga,213516,Ricardo Horta,24,1994-09-15,173,63
Bayer 04 Leverkusen,215353,L. Alario,26,1992-10-08,184,78
Real Madrid,221639,Mariano,25,1993-08-01,180,76
AS Monaco,223597,R. Aguilar,26,1993-04-26,172,71
West Ham United,228229,F. Balbuena,27,1991-08-23,188,85
Arsenal,192227,S. Mustafi,27,1992-04-17,184,82
Fiorentina,193601,G. Pezzella,28,1991-06-27,186,81
Eintracht Frankfurt,202429,D. da Costa,25,1993-07-13,187,85
Wolverhampton Wanderers,202750,W. Boly,28,1991-02-03,195,97
Tottenham Hotspur,205923,B. Davies,26,1993-04-24,182,76
Manchester United,209297,Fred,26,1993-03-05,169,64
KRC Genk,218066,M. Samatta,26,1992-12-13,183,80
Sevilla FC,219693,Diego Carlos,26,1993-03-15,186,86
Villarreal CF,224069,K. Toko-Ekambi,26,1992-09-14,185,74
Russia,229909,A. Lunev,27,1991-11-13,189,80
Atalanta,231969,R. Malinovskyi,26,1993-05-04,181,85
Crystal Palace,183285,M. Sakho,29,1990-02-13,187,83
Bournemouth,185422,J. King,27,1992-01-15,184,82
SL Benfica,193408,H. Seferović,27,1992-02-22,189,85
Deportivo Alavés,194222,Laguardia,29,1989-11-05,185,80
Manchester United,194957,P. Jones,27,1992-02-21,185,71
Tottenham Hotspur,197853,S. Aurier,26,1992-12-24,176,76
Roma,202884,L. Spinazzola,26,1993-03-25,186,75
RC Strasbourg Alsace,204105,K. Lala,27,1991-10-03,178,78
Atlético Madrid,204259,S. Arias,27,1992-01-13,178,72
Torino,205407,D. Baselli,27,1992-03-12,182,70
Montpellier HSC,205686,T. Savanier,27,1991-12-22,171,62
Wuhan Zall,205976,Leo Baptistao,26,1992-08-26,181,71
Ajax,208004,J. Veltman,27,1992-01-15,184,75
Chelsea,216150,D. Zappacosta,27,1992-06-11,182,72
RCD Espanyol,221445,Wu Lei,27,1991-11-19,174,66
Vissel Kobe,113422,David Villa,37,1981-12-03,175,69
Beşiktaş JK,124375,B. Yılmaz,33,1985-07-15,188,77
Roma,140293,A. Mirante,35,1983-07-08,193,79
Hertha BSC,158232,S. Kalou,33,1985-08-05,185,79
OGC Nice,158625,Dante,35,1983-10-18,188,85
AS Saint-Étienne,158626,M. Debuchy,33,1985-07-28,176,76
Hebei China Fortune FC,159065,E. Lavezzi,34,1985-05-03,173,75
Inter,161956,Borja Valero,34,1985-01-12,175,73
Atalanta,166706,M. Škrtel,34,1984-12-15,191,81
Leicester City,169588,J. Evans,31,1988-01-03,188,77
Portland Timbers,172114,D. Valeri,33,1986-05-01,178,75
SV Werder Bremen,172862,N. Moisander,33,1985-09-29,183,76
Genoa,173208,D. Criscito,32,1986-12-30,183,75
Inter,173221,A. Candreva,32,1987-02-28,180,70
FC Porto,173521,Marcano,32,1987-06-23,189,77
Fiorentina,173909,K. Boateng,32,1987-03-06,185,86
Beijing Renhe FC,176915,A. Fernández,33,1986-04-10,177,71
Tigres U.A.N.L.,176919,N. Guzmán,33,1986-02-10,193,94
Arsenal,177604,Nacho Monreal,33,1986-02-26,180,77
Getafe CF,177633,Ángel,32,1987-04-26,172,68
RCD Espanyol,178085,Granero,31,1987-07-02,180,78
Jiangsu Suning FC,178311,Éder,32,1986-11-15,179,72
Club Brugge KV,178415,R. Vormer,31,1988-05-11,178,79
Everton,180216,S. Coleman,30,1988-10-11,177,77
Liverpool,180819,A. Lallana,31,1988-05-10,178,73
1. FC Köln,182212,A. Modeste,31,1988-04-14,187,84
Toulouse Football Club,182945,M. Gradel,31,1987-11-30,177,70
Athletic Club de Bilbao,183512,Yuri Berchiche,29,1990-02-10,180,80
Galatasaray SK,184949,Mariano,33,1986-06-23,177,69
SV Werder Bremen,185239,O. Toprak,29,1989-07-21,186,83
Atlético Madrid,185431,N. Kalinić,31,1988-01-05,187,80
Girona FC,186537,C. Stuani,32,1986-10-12,186,76
FC Bayern München,186569,S. Ulreich,30,1988-08-03,192,87
Inter,186832,K. Asamoah,30,1988-12-09,173,75
Jiangsu Suning FC,188081,Alex Teixeira,29,1990-01-06,174,72
Lazio,188427,S. Lulić,33,1986-01-18,183,78
Dalian YiFang FC,189250,S. Rondón,29,1989-09-16,186,85
Real Zaragoza,189358,S. Kagawa,30,1989-03-17,175,68
West Ham United,189461,J. Wilshere,27,1992-01-01,172,68
Crystal Palace,189690,Guaita,32,1987-01-10,190,80
SD Eibar,190143,Cote,29,1989-09-05,182,77
Torino,190264,Iago Falqué,29,1990-01-04,174,69
Roma,191180,J. Pastore,30,1989-06-20,187,78
Al Nassr,191687,Maicon,30,1988-09-14,191,89
SD Eibar,192492,F. Orellana,33,1986-01-27,171,64
Guangzhou Evergrande Taobao FC,192598,Elkeson,29,1989-07-13,180,83
SD Eibar,192678,Kike García,29,1989-11-25,186,79
Sevilla FC,192679,Escudero,29,1989-09-02,176,72
Villarreal CF,192789,Mario Gaspar,28,1990-11-24,182,74
Athletic Club de Bilbao,193152,Herrerín,31,1988-01-25,187,89
Beşiktaş JK,193469,Víctor Ruiz,30,1989-01-25,185,78
TSG 1899 Hoffenheim,194728,I. Belfodil,27,1992-01-12,191,86
West Ham United,194794,A. Yarmolenko,29,1989-10-23,190,83
AS Saint-Étienne,194845,W. Khazri,28,1991-02-08,176,82
River Plate,196432,E. Pérez,33,1986-02-22,178,77
FC Schalke 04,197083,D. Caligiuri,31,1988-01-15,182,80
Juventus,199304,Danilo,27,1991-07-15,184,78
FC Nantes,199393,N. Pallois,31,1987-09-19,189,89
Atlético Madrid,199715,Vitolo,29,1989-11-02,185,79
Fiorentina,201144,M. Badelj,30,1989-02-25,186,80
Olympique Lyonnais,201325,C. Tătărușanu,33,1986-02-09,196,86
FC Porto,203757,Zé Luís,28,1991-01-24,184,88
Getafe CF,203843,D. Suárez,31,1988-04-27,173,68
CD Leganés,204277,Roque Mesa,30,1989-06-07,171,74
Napoli,204614,Mário Rui,28,1991-05-27,170,67
SD Eibar,205114,T. Inui,31,1988-06-02,169,69
Valencia CF,206225,D. Cheryshev,28,1990-12-26,179,74
Villarreal CF,207664,C. Bacca,32,1986-09-08,181,77
SL Benfica,208230,A. Samaris,30,1989-06-13,189,84
1. FC Köln,208334,J. Hector,29,1990-05-27,185,75
Villarreal CF,211241,Rubén Peña,27,1991-07-18,170,65
Al Nassr,213761,A. Hamdallah,28,1990-12-17,182,81
Olympique de Marseille,215061,D. Benedetto,29,1990-05-17,177,80
Racing Club,215135,L. Sigali,32,1987-05-29,181,72
SC Braga,221540,Raúl,29,1989-11-04,187,80
Al Nassr,222709,Petros,30,1989-05-29,181,77
Shenzhen FC,224116,Dyego Sousa,29,1989-09-14,190,83
FC Porto,227476,Soares,28,1991-01-17,187,82
Real Valladolid CF,229788,Rubén Alcaraz,28,1991-05-01,183,81
Atlético Mineiro,230201,Maikel Catarino,35,1984-02-29,177,75
Internacional,230212,Antônio Chiamuloira,31,1988-02-29,182,79
CSA - AL,230251,Melvin Parrela,31,1988-02-29,188,88
Internacional,230312,Gabri Prestão,27,1992-02-29,186,80
Santos,230498,Luimo Boas Santos,31,1988-02-29,176,73
Uruguay,245298,D. Lenzado,31,1988-02-29,182,79
Uruguay,245302,E. Riquero,31,1988-02-29,175,70
Uruguay,245306,L. Sáreda,27,1992-02-29,186,80
Uruguay,245315,E. Aguerro,31,1988-02-29,176,73
Napoli,225116,A. Meret,22,1997-03-22,190,83
Watford,235353,I. Sarr,21,1998-02-25,185,76
West Ham United,234378,D. Rice,20,1999-01-14,185,80
Borussia Mönchengladbach,234943,F. Neuhaus,22,1997-03-16,183,74
Racing Club,235926,M. Zaracho,21,1998-03-03,171,64
SL Benfica,242236,Ferro,22,1997-03-26,192,78
Olympique Lyonnais,224221,J. Andersen,23,1996-05-31,192,90
Borussia Mönchengladbach,229261,D. Zakaria,22,1996-11-20,191,80
West Ham United,231633,I. Diop,22,1997-01-09,194,92
AS Monaco,234045,H. Onyekuru,22,1997-06-05,175,59
LOSC Lille,234612,J. Ikoné,21,1998-05-02,175,73
Roma,235889,C. Ünder,21,1997-07-14,173,66
Real Sociedad,222665,M. Ødegaard,20,1998-12-17,178,68
LOSC Lille,225085,J. Bamba,23,1996-03-26,175,72
Bayer 04 Leverkusen,225309,N. Amiri,22,1996-10-27,180,73
Manchester City,227813,O. Zinchenko,22,1996-12-15,175,64
1. FSV Mainz 05,236461,J. Mateta,22,1997-06-28,192,88
RC Celta,205201,O. Yokuşlu,25,1994-03-09,190,79
Roma,208268,B. Cristante,24,1995-03-03,186,80
Wolverhampton Wanderers,212501,L. Dendoncker,24,1995-04-15,189,88
Borussia Dortmund,218339,M. Dahoud,23,1996-01-01,178,68
Borussia Mönchengladbach,221491,N. Elvedi,22,1996-09-30,189,78
Newcastle United,223334,Joelinton,22,1996-08-14,186,81
Olympiacos CFP,226766,Daniel Podence,23,1995-10-21,163,65
Spartak Moscow,229773,G. Dzhikiya,25,1993-11-21,188,86
1. FSV Mainz 05,236295,Aarón Martín,22,1997-04-22,178,68
Levante UD,237239,E. Bardhi,23,1995-07-02,172,64
Getafe CF,239433,N. Maksimović,24,1995-01-26,189,78
RCD Espanyol,240289,Calero,23,1995-09-14,183,71
Stoke City,203042,J. Butland,26,1993-03-10,196,95
Sevilla FC,208777,Óliver Torres,24,1994-11-10,175,63
Montpellier HSC,209519,G. Laborde,25,1994-05-03,181,78
Udinese,212616,R. De Paul,25,1994-05-24,178,70
Hertha BSC,212626,D. Selke,24,1995-01-20,194,84
Southampton,212811,M. Lemina,25,1993-09-01,184,85
Liverpool,213135,D. Origi,24,1995-04-18,188,75
Fiorentina,213629,E. Pulgar,25,1994-01-15,187,74
Lokomotiv Moscow,214092,A. Miranchuk,23,1995-10-17,182,74
Colombia,214394,W. Barrios,25,1993-10-16,179,71
Udinese,214979,J. Musso,25,1994-05-06,191,93
Levante UD,215399,Rúben Vezo,25,1994-04-25,183,80
Angers SCO,219792,B. Santamaria,24,1995-03-09,183,73
Everton,220523,Y. Mina,24,1994-09-23,195,94
Sevilla FC,224309,Joan Jordán,24,1994-07-06,184,74
Olympique Lyonnais,227234,L. Tousart,22,1997-04-29,185,83
LOSC Lille,231887,Y. Yazıcı,22,1997-01-29,183,74
FC Augsburg,199439,M. Gregoritsch,25,1994-04-18,193,87
Newcastle United,203487,J. Lascelles,25,1993-11-11,188,89
Netherlands,203535,T. Vilhena,24,1995-01-03,175,70
RC Celta,205192,Denis Suárez,25,1994-01-06,176,69
Hertha BSC,205193,K. Rekik,24,1994-12-02,186,84
Olympique Lyonnais,207948,B. Traoré,23,1995-09-06,181,73
Norwich City,211382,I. Amadou,26,1993-04-06,184,81
Crystal Palace,212150,M. Meyer,23,1995-09-18,173,68
Olympiacos CFP,212442,José Sá,26,1993-01-17,192,85
Spartak Moscow,213732,A. Selikhov,25,1994-04-07,188,85
Fulham,215716,A. Mitrović,24,1994-09-16,187,82
Deportivo Alavés,219145,G. Maripán,25,1994-05-06,193,84
1. FC Köln,225126,E. Skhiri,24,1995-05-10,185,69
PSV,233096,D. Dumfries,23,1996-04-18,188,80
SC Braga,234226,Bruno Viana,24,1995-02-05,187,79
RC Strasbourg Alsace,199641,M. Sels,27,1992-02-26,190,88
LOSC Lille,200353,A. Soumaoro,27,1992-06-18,187,91
Roma,201519,J. Veretout,26,1993-03-01,176,67
FC København,203965,V. Fischer,25,1994-06-09,180,80
Torino,205391,S. Meïté,25,1994-03-17,187,80
1. FSV Mainz 05,205402,J. Boëtius,25,1994-03-22,178,76
Sassuolo,210935,D. Berardi,24,1994-08-01,183,72
Inter,212153,R. Gagliardini,25,1994-04-07,190,77
FC Porto,215256,R. Saravia,26,1993-06-16,176,75
Leicester City,215590,Ayoze Pérez,25,1993-07-29,178,72
Atalanta,220093,H. Hateboer,25,1994-01-09,187,74
Dynamo Kyiv,225997,B. Verbič,25,1993-11-27,179,70
Atlanta United,226377,G. Martínez,26,1993-06-13,172,75
Atalanta,187598,Rafael Tolói,28,1990-10-10,185,75
Brighton & Hove Albion,192622,S. Duffy,27,1992-01-01,193,76
Newcastle United,197948,F. Lejeune,28,1991-05-20,189,89
Brighton & Hove Albion,199915,L. Dunk,27,1991-11-21,192,88
Montpellier HSC,200677,Pedro Mendes,28,1990-10-01,186,78
Beijing Sinobo Guoan FC,202642,Fernando,27,1992-03-03,175,80
Olympiacos CFP,203980,K. Fortounis,26,1992-10-16,180,76
OGC Nice,208449,C. Hérelle,26,1992-08-22,188,75
FC Schalke 04,208620,Omar Mascarell,26,1993-02-02,181,76
PSV,211368,Bruma,24,1994-10-24,173,70
Club Brugge KV,228236,S. Deli,27,1991-10-27,192,86
KAA Gent,236690,M. Ngadeu,28,1990-11-23,190,93
Tottenham Hotspur,188942,V. Wanyama,28,1991-06-25,184,87
Watford,190324,C. Kabasele,28,1991-02-24,188,84
Montpellier HSC,193983,A. Delort,27,1991-10-09,181,83
Real Betis,195668,Joel Robles,29,1990-06-17,195,90
FC Porto,198031,Sérgio Oliveira,27,1992-06-02,181,78
FC Porto,199069,V. Aboubakar,27,1992-01-22,184,82
FC Schalke 04,200318,M. Uth,27,1991-08-24,185,72
Wolverhampton Wanderers,201417,M. Doherty,27,1992-01-16,182,87
RCD Espanyol,201505,David López,29,1989-10-09,183,81
Atalanta,202024,R. Freuler,27,1992-04-15,181,77
RB Leipzig,202325,D. Demme,27,1991-11-21,170,68
SC Freiburg,202789,A. Schwolow,27,1992-06-02,190,84
Southampton,202849,J. Vestergaard,26,1992-08-03,199,98
Montpellier HSC,209288,F. Mollet,27,1991-11-19,170,67
Borussia Mönchengladbach,210324,J. Hofmann,26,1992-07-14,176,70
TSG 1899 Hoffenheim,212096,V. Grifo,26,1993-04-07,180,75
Stade Rennais FC,213388,F. Tait,26,1993-02-02,175,70
Milan,213400,D. Laxalt,26,1993-02-07,178,68
Napoli,215466,N. Maksimović,27,1991-11-25,193,87
Athletic Club de Bilbao,216189,Capa,27,1992-02-08,175,75
Lazio,216655,Bastos,27,1991-11-23,180,77
